order_id,customers,city,state,order_date,Total_units,revenue,product_name,category_name,store_name,salesrepresentative
1,"Johnathan Velazquez",Pleasanton,CA,2016-01-01,1,599.99,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Fabiola Jackson"
1,"Johnathan Velazquez",Pleasanton,CA,2016-01-01,1,599.99,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
1,"Johnathan Velazquez",Pleasanton,CA,2016-01-01,1,599.99,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
1,"Johnathan Velazquez",Pleasanton,CA,2016-01-01,1,599.99,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Virgie Wiggins"
1,"Johnathan Velazquez",Pleasanton,CA,2016-01-01,2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Fabiola Jackson"
1,"Johnathan Velazquez",Pleasanton,CA,2016-01-01,2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
1,"Johnathan Velazquez",Pleasanton,CA,2016-01-01,2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
1,"Johnathan Velazquez",Pleasanton,CA,2016-01-01,2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Virgie Wiggins"
1,"Johnathan Velazquez",Pleasanton,CA,2016-01-01,2,3098.00,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Fabiola Jackson"
1,"Johnathan Velazquez",Pleasanton,CA,2016-01-01,2,3098.00,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Mireya Copeland"
1,"Johnathan Velazquez",Pleasanton,CA,2016-01-01,2,3098.00,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Genna Serrano"
1,"Johnathan Velazquez",Pleasanton,CA,2016-01-01,2,3098.00,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Virgie Wiggins"
1,"Johnathan Velazquez",Pleasanton,CA,2016-01-01,2,1199.98,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Santa Cruz Bikes","Fabiola Jackson"
1,"Johnathan Velazquez",Pleasanton,CA,2016-01-01,2,1199.98,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
1,"Johnathan Velazquez",Pleasanton,CA,2016-01-01,2,1199.98,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
1,"Johnathan Velazquez",Pleasanton,CA,2016-01-01,2,1199.98,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Santa Cruz Bikes","Virgie Wiggins"
1,"Johnathan Velazquez",Pleasanton,CA,2016-01-01,1,2899.99,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Fabiola Jackson"
1,"Johnathan Velazquez",Pleasanton,CA,2016-01-01,1,2899.99,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
1,"Johnathan Velazquez",Pleasanton,CA,2016-01-01,1,2899.99,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
1,"Johnathan Velazquez",Pleasanton,CA,2016-01-01,1,2899.99,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Virgie Wiggins"
4,"Nova Hess",Duarte,CA,2016-01-03,2,1499.98,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Fabiola Jackson"
4,"Nova Hess",Duarte,CA,2016-01-03,2,1499.98,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
4,"Nova Hess",Duarte,CA,2016-01-03,2,1499.98,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
4,"Nova Hess",Duarte,CA,2016-01-03,2,1499.98,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Virgie Wiggins"
9,"Neil Mccall","San Carlos",CA,2016-01-05,2,7999.98,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Santa Cruz Bikes","Fabiola Jackson"
9,"Neil Mccall","San Carlos",CA,2016-01-05,2,7999.98,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
9,"Neil Mccall","San Carlos",CA,2016-01-05,2,7999.98,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
9,"Neil Mccall","San Carlos",CA,2016-01-05,2,7999.98,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Santa Cruz Bikes","Virgie Wiggins"
12,"Marvin Mullins","San Diego",CA,2016-01-06,2,5799.98,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Fabiola Jackson"
12,"Marvin Mullins","San Diego",CA,2016-01-06,2,5799.98,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
12,"Marvin Mullins","San Diego",CA,2016-01-06,2,5799.98,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
12,"Marvin Mullins","San Diego",CA,2016-01-06,2,5799.98,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Virgie Wiggins"
12,"Marvin Mullins","San Diego",CA,2016-01-06,1,1680.99,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Fabiola Jackson"
12,"Marvin Mullins","San Diego",CA,2016-01-06,1,1680.99,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Mireya Copeland"
12,"Marvin Mullins","San Diego",CA,2016-01-06,1,1680.99,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Genna Serrano"
12,"Marvin Mullins","San Diego",CA,2016-01-06,1,1680.99,"Surly Straggler 650b - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Virgie Wiggins"
14,"Maribel William",Torrance,CA,2016-01-09,1,469.99,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Fabiola Jackson"
14,"Maribel William",Torrance,CA,2016-01-09,1,469.99,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
14,"Maribel William",Torrance,CA,2016-01-09,1,469.99,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
14,"Maribel William",Torrance,CA,2016-01-09,1,469.99,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Virgie Wiggins"
16,"Lea Key",Banning,CA,2016-01-12,1,1799.99,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Fabiola Jackson"
16,"Lea Key",Banning,CA,2016-01-12,1,1799.99,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
16,"Lea Key",Banning,CA,2016-01-12,1,1799.99,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
16,"Lea Key",Banning,CA,2016-01-12,1,1799.99,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Virgie Wiggins"
16,"Lea Key",Banning,CA,2016-01-12,1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Santa Cruz Bikes","Fabiola Jackson"
16,"Lea Key",Banning,CA,2016-01-12,1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
16,"Lea Key",Banning,CA,2016-01-12,1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
16,"Lea Key",Banning,CA,2016-01-12,1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles","Santa Cruz Bikes","Virgie Wiggins"
16,"Lea Key",Banning,CA,2016-01-12,2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Santa Cruz Bikes","Fabiola Jackson"
16,"Lea Key",Banning,CA,2016-01-12,2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
16,"Lea Key",Banning,CA,2016-01-12,2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
16,"Lea Key",Banning,CA,2016-01-12,2,539.98,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Santa Cruz Bikes","Virgie Wiggins"
16,"Lea Key",Banning,CA,2016-01-12,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Fabiola Jackson"
16,"Lea Key",Banning,CA,2016-01-12,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
16,"Lea Key",Banning,CA,2016-01-12,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
16,"Lea Key",Banning,CA,2016-01-12,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles","Santa Cruz Bikes","Virgie Wiggins"
17,"Sindy Anderson",Pomona,CA,2016-01-12,1,1799.99,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Fabiola Jackson"
17,"Sindy Anderson",Pomona,CA,2016-01-12,1,1799.99,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
17,"Sindy Anderson",Pomona,CA,2016-01-12,1,1799.99,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
17,"Sindy Anderson",Pomona,CA,2016-01-12,1,1799.99,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Virgie Wiggins"
17,"Sindy Anderson",Pomona,CA,2016-01-12,1,299.99,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Fabiola Jackson"
17,"Sindy Anderson",Pomona,CA,2016-01-12,1,299.99,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
17,"Sindy Anderson",Pomona,CA,2016-01-12,1,299.99,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
17,"Sindy Anderson",Pomona,CA,2016-01-12,1,299.99,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Virgie Wiggins"
17,"Sindy Anderson",Pomona,CA,2016-01-12,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes","Santa Cruz Bikes","Fabiola Jackson"
17,"Sindy Anderson",Pomona,CA,2016-01-12,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
17,"Sindy Anderson",Pomona,CA,2016-01-12,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
17,"Sindy Anderson",Pomona,CA,2016-01-12,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes","Santa Cruz Bikes","Virgie Wiggins"
17,"Sindy Anderson",Pomona,CA,2016-01-12,2,1199.98,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Fabiola Jackson"
17,"Sindy Anderson",Pomona,CA,2016-01-12,2,1199.98,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
17,"Sindy Anderson",Pomona,CA,2016-01-12,2,1199.98,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
17,"Sindy Anderson",Pomona,CA,2016-01-12,2,1199.98,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Virgie Wiggins"
18,"Lanita Burton",Coachella,CA,2016-01-14,2,1499.98,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Fabiola Jackson"
18,"Lanita Burton",Coachella,CA,2016-01-14,2,1499.98,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
18,"Lanita Burton",Coachella,CA,2016-01-14,2,1499.98,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
18,"Lanita Burton",Coachella,CA,2016-01-14,2,1499.98,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Virgie Wiggins"
18,"Lanita Burton",Coachella,CA,2016-01-14,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Fabiola Jackson"
18,"Lanita Burton",Coachella,CA,2016-01-14,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
18,"Lanita Burton",Coachella,CA,2016-01-14,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
18,"Lanita Burton",Coachella,CA,2016-01-14,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Virgie Wiggins"
18,"Lanita Burton",Coachella,CA,2016-01-14,1,3999.99,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Santa Cruz Bikes","Fabiola Jackson"
18,"Lanita Burton",Coachella,CA,2016-01-14,1,3999.99,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
18,"Lanita Burton",Coachella,CA,2016-01-14,1,3999.99,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
18,"Lanita Burton",Coachella,CA,2016-01-14,1,3999.99,"Trek Slash 8 27.5 - 2016","Mountain Bikes","Santa Cruz Bikes","Virgie Wiggins"
18,"Lanita Burton",Coachella,CA,2016-01-14,2,999.98,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Fabiola Jackson"
18,"Lanita Burton",Coachella,CA,2016-01-14,2,999.98,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Mireya Copeland"
18,"Lanita Burton",Coachella,CA,2016-01-14,2,999.98,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Genna Serrano"
18,"Lanita Burton",Coachella,CA,2016-01-14,2,999.98,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles","Santa Cruz Bikes","Virgie Wiggins"
18,"Lanita Burton",Coachella,CA,2016-01-14,2,5999.98,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Fabiola Jackson"
18,"Lanita Burton",Coachella,CA,2016-01-14,2,5999.98,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Mireya Copeland"
18,"Lanita Burton",Coachella,CA,2016-01-14,2,5999.98,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Genna Serrano"
18,"Lanita Burton",Coachella,CA,2016-01-14,2,5999.98,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Virgie Wiggins"
19,"Norine Huffman",Encino,CA,2016-01-14,1,1549.00,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Fabiola Jackson"
19,"Norine Huffman",Encino,CA,2016-01-14,1,1549.00,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Mireya Copeland"
19,"Norine Huffman",Encino,CA,2016-01-14,1,1549.00,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Genna Serrano"
19,"Norine Huffman",Encino,CA,2016-01-14,1,1549.00,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Virgie Wiggins"
19,"Norine Huffman",Encino,CA,2016-01-14,2,5999.98,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Fabiola Jackson"
19,"Norine Huffman",Encino,CA,2016-01-14,2,5999.98,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Mireya Copeland"
19,"Norine Huffman",Encino,CA,2016-01-14,2,5999.98,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Genna Serrano"
19,"Norine Huffman",Encino,CA,2016-01-14,2,5999.98,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Virgie Wiggins"
20,"Randee Pitts","Canyon Country",CA,2016-01-14,1,2999.99,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Fabiola Jackson"
20,"Randee Pitts","Canyon Country",CA,2016-01-14,1,2999.99,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Mireya Copeland"
20,"Randee Pitts","Canyon Country",CA,2016-01-14,1,2999.99,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Genna Serrano"
20,"Randee Pitts","Canyon Country",CA,2016-01-14,1,2999.99,"Trek Conduit+ - 2016","Electric Bikes","Santa Cruz Bikes","Virgie Wiggins"
20,"Randee Pitts","Canyon Country",CA,2016-01-14,2,3098.00,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Fabiola Jackson"
20,"Randee Pitts","Canyon Country",CA,2016-01-14,2,3098.00,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Mireya Copeland"
20,"Randee Pitts","Canyon Country",CA,2016-01-14,2,3098.00,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Genna Serrano"
20,"Randee Pitts","Canyon Country",CA,2016-01-14,2,3098.00,"Surly Straggler - 2016","Cyclocross Bicycles","Santa Cruz Bikes","Virgie Wiggins"
22,"Tangela Hurley",Campbell,CA,2016-01-16,2,1059.98,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Fabiola Jackson"
22,"Tangela Hurley",Campbell,CA,2016-01-16,2,1059.98,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
22,"Tangela Hurley",Campbell,CA,2016-01-16,2,1059.98,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
22,"Tangela Hurley",Campbell,CA,2016-01-16,2,1059.98,"Electra Moto 1 - 2016","Cruisers Bicycles","Santa Cruz Bikes","Virgie Wiggins"
22,"Tangela Hurley",Campbell,CA,2016-01-16,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Fabiola Jackson"
22,"Tangela Hurley",Campbell,CA,2016-01-16,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
22,"Tangela Hurley",Campbell,CA,2016-01-16,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
22,"Tangela Hurley",Campbell,CA,2016-01-16,1,269.99,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Virgie Wiggins"
23,"Drucilla Gilliam","Santa Clara",CA,2016-01-16,2,5799.98,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Fabiola Jackson"
23,"Drucilla Gilliam","Santa Clara",CA,2016-01-16,2,5799.98,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
23,"Drucilla Gilliam","Santa Clara",CA,2016-01-16,2,5799.98,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano"
23,"Drucilla Gilliam","Santa Clara",CA,2016-01-16,2,5799.98,"Trek Fuel EX 8 29 - 2016","Mountain Bikes","Santa Cruz Bikes","Virgie Wiggins"
23,"Drucilla Gilliam","Santa Clara",CA,2016-01-16,2,599.98,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Fabiola Jackson"
23,"Drucilla Gilliam","Santa Clara",CA,2016-01-16,2,599.98,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Mireya Copeland"
23,"Drucilla Gilliam","Santa Clara",CA,2016-01-16,2,599.98,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano"
23,"Drucilla Gilliam","Santa Clara",CA,2016-01-16,2,599.98,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Virgie Wiggins"
23,"Drucilla Gilliam","Santa Clara",CA,2016-01-16,1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Santa Cruz Bikes","Fabiola Jackson"
23,"Drucilla Gilliam","Santa Clara",CA,2016-01-16,1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland"
23,"Drucilla Gilliam","Santa Clara",CA,2016-01-16,1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano"
23,"Drucilla Gilliam","Santa Clara",CA,2016-01-16,1,269.99,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Santa Cruz Bikes","Virgie Wiggins"
32,"Kimbery Nieves","San Carlos",CA,2016-01-21,2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Fabiola Jackson"
32,"Kimbery Nieves","San Carlos",CA,2016-01-21,2,3599.98,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland"
